,campus,curso,anoingresso,periodoingresso,rendabruta,ira,modalidade,genero,raca,idade,idioma,ficou_tempo_sem_estudar,quantidade_computadores,companhia_domiciliar,mae_nivel_escolaridade,pai_nivel_escolaridade,quantidade_notebooks,estado_civil,qtd_filhos,tipo_area_residencial,trabalha,reprovacoes,reprovacoes_por_falta,percentual_carga_horaria_frequentada_mean,carga_horaria_total
718,mar,técnico em agropecuária - ead,2018,1,0.0,7.53,subsequente,f,parda,29,false,false,0.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,0.0,casado(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
32522,btc,buriticupu - análises químicas - integrado,2019,1,512.0,0.0,integrado,m,parda,16,false,false,0.0,mãe,ensino médio completo,não estudou,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
31805,mtc,engenharia civil,2019,2,0.0,8.5,bacharelado,m,parda,22,false,false,1.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
11414,cch,curso técnico em mecânica,2017,1,920.0,8.38,subsequente,m,parda,24,false,false,0.0,mãe,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
8377,ped,técnico em petróleo e gás,2016,2,600.0,8.2,subsequente,f,parda,35,false,false,0.0,cônjuge,não estudou,não estudou,0.0,casado(a),2,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
22933,sjr,técnico em programação de jogos digitais integrado,2017,1,2970.0,8.3,integrado,m,preta,19,true,false,0.0,mãe,ensino médio incompleto,ensino médio incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
418,sin,santa inês - técnico em eletromecânica integrado ao ensino médio,2016,1,0.0,7.03,integrado,f,parda,20,false,false,0.0,parentes,ensino médio incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
14978,pfr,técnico em informática,2016,2,1200.0,8.82,subsequente,f,branca,27,false,false,0.0,cônjuge,ensino médio incompleto,ensino fundamental incompleto,1.0,união estável,0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
9840,mtc,técnico em eletromecânica integrado tc: t n área: controle e processos industriais,2015,1,800.0,8.22,integrado,m,parda,21,true,false,0.0,pais,ensino médio incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
32395,bar,barreirinhas - técnico em restaurante e bar subsequente,2017,1,937.0,8.3,subsequente,m,parda,26,false,false,0.0,pais,não estudou,não estudou,0.0,solteiro(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
26648,cax,caxias - bacharelado em ciência da computação,2016,1,0.0,6.3,bacharelado,m,parda,25,false,false,0.0,mãe,pós-gradução completa,ensino médio completo,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
2968,sjr,técnico em informática para internet integrado,2017,1,8000.0,8.48,integrado,f,parda,18,false,false,1.0,pais,pós-gradução completa,ensino superior completo,2.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13173,btc,buriticupu - análises químicas,2016,1,0.0,8.08,integrado,m,preta,20,false,false,0.0,parentes,não sei informar,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13556,srm,srm-técnico em administração,2019,1,998.0,7.32,subsequente,f,parda,29,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),2,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
6210,alc,curso técnico em eletrônica alcântara,2016,1,937.0,7.53,integrado,m,preta,19,false,false,1.0,pais,ensino fundamental completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16878,cax,caxias - bacharelado em zootecnia,2014,1,400.0,6.46,bacharelado,m,preta,35,false,false,0.0,sozinho,ensino fundamental incompleto,alfabetizado,1.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
25408,bar,barreirinhas - técnico em agroecologia,2017,1,1350.0,8.21,integrado,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
3811,mtc,técnico em informática integrado tc: t área: informação e comunicação,2016,1,1400.0,8.33,integrado,m,parda,19,false,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
15624,mtc,engenharia elétrica industrial,2014,2,2050.0,7.71,bacharelado,m,parda,26,true,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,estágio ou bolsa,0.0,0.0,0.0,0.0
4911,srm,srm-técnico em administração,2018,1,954.0,8.88,subsequente,f,parda,27,false,false,0.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
32791,itz,técnico em edificações subsequente - itz,2018,1,400.0,8.58,subsequente,m,branca,20,false,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
22210,bdc,técnico em administração na forma integrada ao ensino médio,2018,1,2885.68,8.13,integrado,m,branca,19,false,false,0.0,parentes,não estudou,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
1622,mar,maracanã - curso técnico em agropecuária integrado 2012,2016,1,2460.0,8.04,integrado,f,preta,20,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
19747,mar,licenciatura em ciências agrárias,2018,1,0.0,0.0,licenciatura,m,parda,38,false,false,0.0,cônjuge,pós-gradução completa,ensino fundamental incompleto,1.0,união estável,2,urbano,serviço público,0.0,0.0,0.0,0.0
12615,cod,licenciatura em ciências agrárias,2017,1,1960.0,4.41,licenciatura,m,branca,22,false,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
34100,sjr,técnico em informática para internet integrado,2017,1,1300.0,7.94,integrado,m,branca,18,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
19848,sin,santa inês - licenciatura em física,2020,1,3417.2,1.19,licenciatura,m,preta,19,false,false,1.0,pais,pós-gradução completa,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
7134,mtc,licenciatura em biologia,2015,1,2560.0,7.44,licenciatura,f,preta,34,false,false,0.0,pais,ensino fundamental completo,não sei informar,1.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
10352,bac,técnico em informática na forma integrada ao ensino médio,2015,1,1000.0,6.72,integrado,f,preta,21,false,false,0.0,cônjuge,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
17598,itz,técnico em química - subsequente,2018,1,600.0,7.33,subsequente,f,preta,45,false,false,0.0,sozinho,não estudou,alfabetizado,0.0,solteiro(a),0,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
24012,cax,caxias - técnico em administração,2017,1,600.0,7.81,integrado,f,parda,19,false,false,1.0,mãe,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
9412,mar,maracanã - curso técnico em aquicultura subsequente,2017,1,1660.0,8.5,subsequente,m,parda,23,false,false,0.0,pais,ensino médio incompleto,ensino fundamental completo,0.0,solteiro(a),0,rural,estágio ou bolsa,0.0,0.0,0.0,0.0
26562,bar,barreirinhas - técnico em agenciamento de viagem,2014,1,1480.0,8.61,integrado,f,parda,23,false,false,0.0,pais,ensino fundamental completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
27154,srm,curso licenciatura em ciências biológicas - são r. mangabeiras,2017,2,0.15,2.45,licenciatura,m,parda,21,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
19953,bdc,curso técnico em química integrado ao ensino médio- tc: área: controle e processos industriais,2015,1,1760.0,8.35,integrado,m,branca,21,false,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
18215,cax,caxias - técnico em informática mediotec - sac,2018,1,0.0,7.61,concomitante,f,parda,21,false,false,0.0,pai,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
18352,sjr,técnico em administração subsequente,2017,1,0.0,8.98,subsequente,f,parda,28,false,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
22511,vna,técnico em administração subsequente,2018,1,400.0,8.31,subsequente,f,indigena,23,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,comunidade indígena,nunca trabalhou,0.0,0.0,0.0,0.0
26691,btc,buriticupu - licenciatura em matemática enem,2016,2,998.0,6.04,licenciatura,m,parda,29,true,false,0.0,outro,ensino fundamental incompleto,ensino fundamental incompleto,1.0,união estável,1,urbano,serviço público,0.0,0.0,0.0,0.0
22075,ros,técnico em administração concomitante,2016,2,1000.0,8.85,concomitante,f,branca,20,false,false,0.0,mãe,ensino superior completo,ensino fundamental completo,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
5494,cax,caxias - licenciatura em química,2017,2,0.0,2.94,licenciatura,f,amarela,22,false,false,0.0,pais,ensino fundamental incompleto,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26432,srm,técnico em geoprocessamento,2019,1,1996.0,8.43,subsequente,m,preta,34,false,false,0.0,parentes,não estudou,não estudou,1.0,solteiro(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
12196,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,parda,42,false,true,0.0,outro,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),2,urbano,não está trabalhando,0.0,0.0,0.0,0.0
17366,btc,buriticupu - agronegócio integrado,2016,1,914.0,7.86,integrado,m,parda,21,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
2458,alc,curso técnico em eletrônica alcântara,2016,1,805.0,8.16,integrado,m,parda,20,false,false,0.0,parentes,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
24717,ped,técnico em eletromecânica na forma integrada ao ensino médio,2017,1,900.0,7.69,integrado,m,parda,19,false,false,1.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
8381,sjr,técnico em administração subsequente,2017,1,25.0,0.0,subsequente,m,preta,24,false,false,0.0,parentes,ensino médio incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
15425,bac,técnico em qualidade na forma concomitante ao ensino médio na modalidade de educação a distância (ead),2018,1,500.0,8.59,concomitante,f,parda,20,false,false,0.0,mãe,ensino médio incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
34284,pin,pinheiro - técnico em edificações,2016,1,850.0,0.0,integrado,f,parda,19,false,false,0.0,pai,ensino fundamental incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
19183,sjr,técnico em informática para internet integrado,2017,1,3137.0,7.49,integrado,f,branca,18,false,false,0.0,pais,ensino fundamental completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
33120,alc,curso técnico em meio ambiente subsequente alcântara,2017,2,0.0,8.45,subsequente,m,parda,23,false,false,0.0,outro,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
30613,mar,técnico em agropecuária - ead,2018,1,0.0,8.22,subsequente,f,preta,35,false,false,0.0,cônjuge,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
21944,ped,técnico em eletromecânica subsequente,2016,2,600.0,8.83,subsequente,m,parda,22,false,false,1.0,cônjuge,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,estágio ou bolsa,0.0,0.0,0.0,0.0
16010,mtc,licenciatura em matemática,2015,1,3400.0,7.66,licenciatura,m,preta,23,false,false,1.0,pais,ensino médio completo,ensino médio completo,2.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26604,aca,metalurgia anual,2017,1,0.0,8.28,integrado,f,branca,18,false,false,1.0,mãe,ensino superior incompleto,ensino médio completo,1.0,viúvo(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10205,sjp,sjp - curso técnico em alimentos,2017,1,221.0,8.19,integrado,m,branca,18,false,false,1.0,pais,ensino superior incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
14861,aca,técnico em florestas integrado,2015,1,0.0,7.08,integrado,m,parda,21,true,false,1.0,mãe,ensino fundamental incompleto,ensino fundamental completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
20041,aca,alimentos anual,2017,1,0.0,7.46,integrado,f,branca,19,true,false,0.0,pais,ensino superior completo,ensino superior completo,3.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1429,btc,buriticupu - administração - subsequente,2018,1,650.0,8.46,subsequente,f,parda,21,false,false,0.0,amigo(s),alfabetizado,alfabetizado,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
32239,bdc,curso técnico em informática integrado ao ensino médio: tc: area: informação e comunicação,2016,1,5000.0,7.88,integrado,m,parda,21,false,false,0.0,mãe,ensino superior completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
22942,pin,pinheiro - técnico em recursos humanos,2015,1,780.0,7.7,integrado,m,preta,22,false,false,0.0,parentes,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1372,itz,técnico em informática concomitante - itz,2015,2,937.0,8.39,concomitante,f,parda,23,false,false,1.0,pais,ensino fundamental completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29248,ped,técnico em petróleo e gás,2017,2,800.0,8.37,subsequente,m,parda,26,false,false,1.0,pais,ensino superior incompleto,ensino médio incompleto,0.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
24285,cod,bacharelado em agronomia,2018,1,870.0,7.77,bacharelado,f,preta,20,false,false,1.0,mãe,ensino superior completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
33089,aca,eletromecânica anual,2017,1,1600.0,8.58,integrado,m,parda,19,true,false,1.0,pais,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16031,sin,santa inês - técnico em eletromecânica integrado ao ensino médio,2017,1,4500.0,8.36,integrado,m,parda,18,false,false,1.0,pais,pós-gradução completa,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23861,mar,técnico em agropecuária - ead,2018,1,3606.07,7.76,subsequente,f,parda,51,true,false,0.0,parentes,alfabetizado,alfabetizado,1.0,solteiro(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
18922,cax,caxias - licenciatura em formação pedagógica para graduados não licenciados,2018,2,1500.0,8.75,licenciatura,f,parda,37,true,false,1.0,cônjuge,ensino fundamental incompleto,ensino fundamental completo,1.0,casado(a),1,urbano,trabalho informal/bico,0.0,0.0,0.0,0.0
30563,cch,curso técnico em manutenção de máquinas industriais,2016,1,850.0,7.99,integrado,m,parda,19,false,false,1.0,pais,ensino médio completo,ensino superior completo,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
17879,bar,barreirinhas - técnico em agroecologia,2017,1,937.0,8.36,integrado,f,parda,17,false,false,0.0,pai,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
8194,pin,pinheiro -técnico em marketing,2015,1,12.65,7.72,integrado,f,preta,20,false,false,0.0,parentes,ensino superior completo,ensino médio incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
18755,mar,maracanã - curso técnico em meio ambiente subsequente,2018,1,0.0,8.55,subsequente,f,parda,27,false,false,0.0,mãe,ensino médio incompleto,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
30635,mtc,licenciatura em matemática,2018,1,4500.0,0.0,licenciatura,m,parda,54,false,false,1.0,cônjuge,alfabetizado,alfabetizado,0.0,casado(a),3,urbano,aposentado,0.0,0.0,0.0,0.0
29465,cax,caxias - técnico em informática,2018,1,1000.0,6.09,integrado,m,branca,18,false,false,1.0,pais,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
26334,mtc,sistemas de informação,2016,1,1072.06,8.58,bacharelado,f,parda,24,false,false,0.0,pais,ensino médio completo,ensino fundamental completo,1.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
17327,sjp,sjp - técnico em redes de computadores,2015,1,1800.0,8.72,integrado,m,preta,20,false,false,1.0,pais,ensino superior completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
13997,srm,técnico em informática integrado srm,2018,1,998.0,4.91,integrado,f,preta,17,false,false,0.0,outro,ensino fundamental completo,não estudou,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
5295,mtc,engenharia civil,2016,1,2161.0,7.87,bacharelado,m,parda,30,true,false,0.0,pais,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
2172,tmn,timon - técnico em administração - integrada,2017,1,0.0,7.94,integrado,f,parda,20,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
17080,cax,caxias - licenciatura em formação pedagógica para graduados não licenciados,2018,2,5000.0,9.67,licenciatura,m,parda,39,true,false,0.0,cônjuge,ensino médio completo,ensino médio incompleto,0.0,casado(a),2,urbano,serviço público,0.0,0.0,0.0,0.0
25831,sin,santa inês - técnico em eletromecânica integrado ao ensino médio,2017,1,0.0,8.2,integrado,m,parda,17,false,false,0.0,pais,ensino superior completo,ensino fundamental completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
10010,sin,santa inês - técnico em eletroeletrônica integrado ao ensino médio,2015,1,2000.0,7.46,integrado,m,parda,20,false,false,0.0,mãe,ensino superior incompleto,ensino médio completo,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
32630,bac,técnico subsequente em informática,2018,1,1908.0,4.09,subsequente,f,parda,23,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental completo,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
29708,btc,buriticupu - licenciatura em biologia enem - noturno,2013,2,0.0,8.13,licenciatura,f,parda,30,false,false,0.0,cônjuge,ensino fundamental incompleto,não sei informar,1.0,casado(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
30570,sin,santa inês - técnico em edificações integrado ao ensino médio,2017,1,0.0,8.42,integrado,m,parda,19,false,false,0.0,tios,ensino médio completo,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
16343,mtc,licenciatura em química,2016,1,790.0,5.48,licenciatura,m,parda,23,false,false,1.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
28959,vna,técnico em informática subsequente,2016,2,1042.17,7.19,subsequente,m,parda,22,false,false,0.0,mãe,ensino médio completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
8368,sin,santa inês - técnico em edificações integrado ao ensino médio,2015,1,300.0,7.33,integrado,f,preta,23,false,false,0.0,pais,ensino fundamental incompleto,não estudou,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
3238,cod,licenciatura em química,2015,1,163.0,8.27,licenciatura,f,preta,24,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20490,cod,bacharelado em agronomia,2014,1,900.0,7.82,bacharelado,f,parda,27,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
22952,bar,barreirinhas - técnico em agenciamento de viagem,2016,1,1089.02,8.29,integrado,m,parda,20,false,false,0.0,pais,ensino fundamental incompleto,ensino médio completo,0.0,solteiro(a),1,urbano,não está trabalhando,0.0,0.0,0.0,0.0
22772,alc,curso técnico em eletrônica alcântara,2017,1,1874.0,8.5,integrado,m,parda,19,true,false,0.0,pais,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,autônomo,0.0,0.0,0.0,0.0
15386,alc,técnico em desenvolvimento de sistemas,2018,1,0.0,8.03,subsequente,f,parda,21,false,false,0.0,parentes,não sei informar,não sei informar,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
9797,cnt,técnico em automação industrial,2016,2,1200.0,8.6,subsequente,m,parda,35,false,false,0.0,outro,pós-gradução completa,ensino fundamental incompleto,0.0,divorciado(a),1,urbano,serviço público,0.0,0.0,0.0,0.0
1611,pin,pinheiro - técnico em edificações,2016,1,542.0,0.0,integrado,f,parda,19,false,false,0.0,mãe,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
26337,mar,técnico em agropecuária - ead,2018,1,0.0,0.0,subsequente,f,preta,29,false,false,1.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
10447,cax,caxias - técnico em agropecuária,2015,1,937.0,0.0,integrado,f,parda,21,true,false,1.0,mãe,ensino superior incompleto,ensino superior completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
5904,cax,caxias - técnico em agronegócio,2018,1,954.0,5.24,subsequente,m,parda,21,false,false,1.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
31635,cln,técnico em meio ambiente subsequente,2019,1,2800.0,9.34,subsequente,f,parda,25,false,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
10629,sjp,sjp - curso técnico em redes de computadores,2016,1,937.0,8.39,integrado,f,parda,19,false,false,0.0,pais,ensino médio completo,ensino fundamental incompleto,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
23614,sin,santa inês - técnico em logística integrado ao ensino médio,2017,1,300.0,7.38,integrado,f,parda,19,false,false,0.0,mãe,ensino médio completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
20501,mtc,técnico em química integrado tc: n área:controle e processos industriais,2016,1,2895.0,7.37,integrado,f,parda,20,false,false,0.0,parentes,ensino médio completo,não sei informar,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
1397,alc,curso técnico em meio ambiente integrado alcântara,2015,1,320.0,8.68,integrado,f,branca,21,false,false,0.0,amigo(s),ensino fundamental completo,não sei informar,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
11773,mar,técnico em agropecuária - ead,2018,1,1500.0,0.0,subsequente,m,branca,21,false,false,0.0,parentes,pós-gradução completa,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
29673,cax,caxias - técnico em agroindústria - proeja,2017,1,998.0,7.68,integrado eja,f,parda,36,false,false,0.0,cônjuge,não sei informar,não sei informar,1.0,divorciado(a),5,urbano,autônomo,0.0,0.0,0.0,0.0
15382,mtc,engenharia elétrica industrial,2013,2,960.0,8.13,bacharelado,f,parda,28,true,false,0.0,mãe,ensino médio completo,ensino médio completo,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
20661,cod,bacharelado em agronomia,2018,1,950.0,6.7,bacharelado,f,preta,28,false,false,1.0,pais,alfabetizado,alfabetizado,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
6194,mar,técnico em agropecuária - ead,2018,1,0.0,7.56,subsequente,f,preta,31,false,false,0.0,pais,ensino superior completo,ensino fundamental incompleto,1.0,solteiro(a),0,urbano,empresa privada,0.0,0.0,0.0,0.0
26100,cod,codó - técnico em informática integrado ao ensino médio,2015,1,0.0,0.0,integrado,f,parda,21,true,false,0.0,pais,ensino superior completo,ensino fundamental completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
18988,mtc,engenharia mecânica industrial,2012,1,0.0,7.89,bacharelado,m,preta,35,true,false,0.0,cônjuge,ensino superior completo,ensino superior completo,1.0,casado(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
19998,cax,caxias - bacharelado em zootecnia,2018,2,0.0,5.06,bacharelado,m,parda,48,false,false,0.0,parentes,ensino superior completo,pós-gradução completa,0.0,solteiro(a),0,urbano,serviço público,0.0,0.0,0.0,0.0
28365,cch,curso técnico em mecânica,2014,2,200.0,8.35,subsequente,m,branca,27,false,false,1.0,parentes,ensino médio incompleto,ensino fundamental completo,1.0,solteiro(a),0,urbano,não está trabalhando,0.0,0.0,0.0,0.0
18251,mtc,engenharia mecânica industrial,2018,2,1300.0,5.61,bacharelado,f,parda,19,false,false,0.0,cônjuge,ensino superior incompleto,ensino médio completo,0.0,solteiro(a),1,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
4943,cax,caxias - técnico em administração,2017,1,0.0,8.03,integrado,f,parda,18,false,false,1.0,pais,pós-gradução completa,ensino médio completo,0.0,solteiro(a),0,urbano,nunca trabalhou,0.0,0.0,0.0,0.0
998,vna,técnico em administração subsequente,2018,1,500.0,5.37,subsequente,f,branca,21,false,false,0.0,pais,ensino fundamental completo,ensino fundamental incompleto,0.0,solteiro(a),0,rural,nunca trabalhou,0.0,0.0,0.0,0.0
2682,mar,técnico em agropecuária - ead,2018,1,934.0,0.0,subsequente,m,parda,22,true,false,0.0,pais,ensino fundamental incompleto,ensino fundamental incompleto,0.0,solteiro(a),0,rural,não está trabalhando,0.0,0.0,0.0,0.0
